"FMTNAME"	"START"	"END"	"LABEL"	"MIN"	"MAX"	"DEFAULT"	"LENGTH"	"FUZZ"	"PREFIX"	"MULT"	"FILL"	"NOEDIT"	"TYPE"	"SEXCL"	"EEXCL"	"HLO"	"DECSEP"	"DIG3SEP"	"DATATYPE"	"LANGUAGE"
"764"	"LVEFDEC"	"               1"	"               1"	">=10%"	1	40	24	24	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"765"	"LVEFDEC"	"               2"	"               2"	"BELOW LOWLMT"	1	40	24	24	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"766"	"LVEFDEC"	"               3"	"               3"	">=10% AND BELOW LOWLMT"	1	40	24	24	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"767"	"LVEFDEC"	"               4"	"               4"	"NON-SIGNIFICANT DECREASE"	1	40	24	24	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"768"	"MEASDIS"	"               1"	"               1"	"BIDIMENSIONAL DISEASE"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"769"	"MEASDIS"	"               2"	"               2"	"UNIDIMENSIONAL DISEASE"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"770"	"MEASDIS"	"               5"	"               5"	"NON-MEASURABLE DISEASE"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"771"	"MEASDIS"	"              99"	"              99"	"MISSING"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"772"	"MHNONE"	"              .Y"	"              .Y"	"ND"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"773"	"MHNONE"	"              .Z"	"              .Z"	"NE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"774"	"MHNONE"	"               0"	"               0"	"NONE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"775"	"MIS"	"              .X"	"              .X"	"NR"	1	40	2	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"776"	"MIS"	"              .Y"	"              .Y"	"ND"	1	40	2	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"777"	"MIS"	"              .Z"	"              .Z"	"NE"	1	40	2	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"778"	"MISSVAL"	"               ."	"               ."	"MISSING"	1	40	8	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"779"	"MJNONE"	"              .Y"	"              .Y"	"ND"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"780"	"MJNONE"	"              .Z"	"              .Z"	"NE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"781"	"MJNONE"	"               0"	"               0"	"NONE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"782"	"MODIF"	"               1"	"               1"	"None"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"783"	"MODIF"	"               2"	"               2"	"Dose Decrease"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"784"	"MODIF"	"               3"	"               3"	"Dose Increase"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"785"	"MODIF"	"               4"	"               4"	"Dose Decrease & Dose Increase"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"786"	"NB_ORGC"	"               0"	"               0"	"NO SITES"	1	40	9	9	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"787"	"NB_ORGC"	"               1"	"               1"	"1 SITE"	1	40	9	9	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"788"	"NB_ORGC"	"               2"	"               2"	"2 SITES"	1	40	9	9	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"789"	"NB_ORGC"	"               3"	"               3"	"> 2 SITES"	1	40	9	9	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"790"	"ONGO"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"791"	"ONGO"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"792"	"ONGO"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"793"	"ORG"	"               ."	"               ."	""	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"794"	"ORG"	"               0"	"               0"	"NO"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"795"	"ORG"	"               1"	"               1"	"ONL"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"796"	"ORG"	"               2"	"               2"	"ONL"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"797"	"ORG"	"               3"	"               3"	"SOF"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"798"	"ORG"	"               4"	"               4"	"ONL"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"799"	"ORG"	"               5"	"               5"	"SOF"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"800"	"ORG"	"               6"	"               6"	"VIS"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"801"	"ORG"	"               7"	"               7"	"SOF"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"802"	"ORG"	"               8"	"               8"	"ONL"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"803"	"ORG"	"               9"	"               9"	"SOF"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"804"	"ORG"	"              10"	"              10"	"VIS"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"805"	"ORG"	"              11"	"              11"	"SOF"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"806"	"ORG"	"              12"	"              12"	"BON"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"807"	"ORG"	"              13"	"              13"	"SOF"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"808"	"ORG"	"              14"	"              14"	"VIS"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"809"	"ORG"	"              15"	"              15"	"SOF"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"810"	"OSTYPE"	"               1"	"               1"	"PROSTATECTOMY"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"811"	"OSTYPE"	"               2"	"               2"	"PELVIC LYMPHADENECTOMY"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"812"	"OSTYPE"	"               3"	"               3"	"OTHER"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"813"	"O_AESR"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"814"	"O_AESR"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"815"	"O_AESR"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"816"	"O_IPCSP"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"817"	"O_IPCSP"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"818"	"O_IPCSP"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"819"	"O_IPCSR"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"820"	"O_IPCSR"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"821"	"O_IPCSR"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"822"	"O_MHSP"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"823"	"O_MHSP"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"824"	"O_MHSP"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"825"	"O_PCMSP"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"826"	"O_PCMSP"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"827"	"O_PCMSP"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"828"	"O_PCMSR"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"829"	"O_PCMSR"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"830"	"O_PCMSR"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"831"	"O_RADSP"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"832"	"O_RADSP"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"833"	"O_RADSP"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"834"	"O_SMASP"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"835"	"O_SMASP"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"836"	"O_SMASP"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"837"	"O_SMASR"	"              .Y"	"              .Y"	"ND"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"838"	"O_SMASR"	"              .Z"	"              .Z"	"NE"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"839"	"O_SMASR"	"               1"	"               1"	"ONGOING"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"840"	"PAIN0C"	"               0"	"               0"	"PPI<2 and AS<10"	1	40	16	16	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"841"	"PAIN0C"	"               1"	"               1"	"PPI>=2 or AS>=10"	1	40	16	16	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"842"	"PAIN0C"	"               2"	"               2"	"Missing"	1	40	16	16	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"843"	"PAIND"	"               ."	"               ."	"-"	1	40	8	1	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"844"	"PAIND"	"              .Y"	"              .Y"	"-"	1	40	8	1	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"845"	"PAIND"	"              .Z"	"              .Z"	"-"	1	40	8	1	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"846"	"PAINF"	"               1"	"               1"	"PPI>=2 and/or Analg>=10"	1	40	23	23	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"847"	"PAINF"	"               2"	"               2"	"Other"	1	40	23	23	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"848"	"PAININT"	"              .Y"	"              .Y"	"ND"	1	40	8	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"849"	"PAININT"	"              .Z"	"              .Z"	"NE"	1	40	8	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"850"	"PAINND"	"               0"	"               0"	"NOT DONE"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"851"	"PAINRP"	"              .Y"	"              .Y"	"ND"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"852"	"PAINRP"	"              .Z"	"              .Z"	"NE"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"853"	"PAINRP"	"               0"	"               0"	"NO"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"854"	"PAINRP"	"               1"	"               1"	"YES"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"855"	"PAINRP"	"               2"	"               2"	"NOT APPLICABLE"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"856"	"PAINRPS"	"              .Y"	"              .Y"	"ND"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"857"	"PAINRPS"	"              .Z"	"              .Z"	"NE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"858"	"PAINRPS"	"               0"	"               0"	"NO"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"859"	"PAINRPS"	"               1"	"               1"	"YES"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"860"	"PAINRPS"	"               2"	"               2"	"NA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"861"	"PANAST"	"               0"	"               0"	"NOT TREATED"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"862"	"PANAST"	"               1"	"               1"	"TREATED"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"863"	"PANASTCH"	"               0"	"               0"	"DID NOT RECEIVED CHEMOTHERAPY"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"864"	"PANASTCH"	"               1"	"               1"	"RECEIVED CHEMOTHERAPY"	1	40	29	29	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"865"	"PANASTCO"	"               0"	"               0"	"DID NOT RECEIVED STUDY PREDNISONE"	1	40	33	33	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"866"	"PANASTCO"	"               1"	"               1"	"RECEIVED STUDY PREDNISONE"	1	40	33	33	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"867"	"PANDN"	"              .Y"	"              .Y"	"ND"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"868"	"PANDN"	"              .Z"	"              .Z"	"NE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"869"	"PANDN"	"               0"	"               0"	"NO"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"870"	"PANDN"	"               1"	"               1"	"YES"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"871"	"PANDNY"	"              .Y"	"              .Y"	"ND"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"872"	"PANDNY"	"              .Z"	"              .Z"	"NE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"873"	"PANDNY"	"               0"	"               0"	"NO"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"874"	"PANDNY"	"               1"	"               1"	"YES"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"875"	"PANDTYP"	"               1"	"               1"	"FLUTAMIDE/NILUTAMIDE/CYPROTERONE"	1	47	47	47	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"876"	"PANDTYP"	"               2"	"               2"	"BICALUTAMIDE"	1	47	47	47	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"877"	"PANDTYP"	"               3"	"               3"	"FLUTAMIDE/NILUTAMIDE/CYPROTERONE + BICALUTAMIDE"	1	47	47	47	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"878"	"PASSOC"	"               1"	"               1"	"NONE"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"879"	"PASSOC"	"               2"	"               2"	"SURGERY ONLY"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"880"	"PASSOC"	"               3"	"               3"	"RADIOTHERAPY ONLY"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"881"	"PASSOC"	"               4"	"               4"	"SURGERY+RADIOTHERAPY"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"882"	"PASSOC"	"               5"	"               5"	"HORMONOTHERAPY ONLY"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"883"	"PASSOC"	"               6"	"               6"	"SURGERY+HORMONOTHERAPY"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"884"	"PASSOC"	"               7"	"               7"	"RADIOTHERAPY+HORMONOTHERAPY"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"885"	"PASSOC"	"               8"	"               8"	"SURGERY+RADIOTHERAPY+HORMONOTHERAPY"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"886"	"PASSOC"	"               9"	"               9"	"ESTRAMUSTINE ONLY"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"887"	"PASSOC"	"              10"	"              10"	"SURGERY+ESTRAMUSTINE"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"888"	"PASSOC"	"              11"	"              11"	"RADIOTHERAPY+ESTRAMUSTINE"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"889"	"PASSOC"	"              12"	"              12"	"HORMONOTHERAPY+ESTRAMUSTINE"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"890"	"PASSOC"	"              13"	"              13"	"SURGERY+RADIOTHERAPY+ESTRAMUSTINE"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"891"	"PASSOC"	"              14"	"              14"	"SURGERY+HORMONOTHERAPY+ESTRAMUSTINE"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"892"	"PASSOC"	"              15"	"              15"	"RADIOTHERAPY+HORMONOTHERAPY+ESTRAMUSTINE"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"893"	"PASSOC"	"              16"	"              16"	"SURGERY+RADIOTHERAPY+HORMONOTHERAPY+ESTRAMUSTINE"	1	48	48	48	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"894"	"PATSTFUP"	"              .Y"	"              .Y"	"ND"	1	40	17	17	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"895"	"PATSTFUP"	"              .Z"	"              .Z"	"NE"	1	40	17	17	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"896"	"PATSTFUP"	"               1"	"               1"	"ALIVE"	1	40	17	17	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"897"	"PATSTFUP"	"               2"	"               2"	"DEAD"	1	40	17	17	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"898"	"PATSTFUP"	"               3"	"               3"	"LOST TO FOLLOW UP"	1	40	17	17	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"899"	"PCEFUP"	"               2"	"               2"	"TUMOR"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"900"	"PCEFUP"	"               3"	"               3"	"PSA"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"901"	"PCEFUP"	"               4"	"               4"	"PAIN"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"902"	"PCEFUP"	"               5"	"               5"	"NOT DONE"	1	40	8	8	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"903"	"PCF"	"              .Y"	"              .Y"	"ND"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"904"	"PCF"	"              .Z"	"              .Z"	"NE"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"905"	"PCF"	"               1"	"               1"	"PRIOR"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"906"	"PCF"	"               2"	"               2"	"CONC"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"907"	"PCF"	"               3"	"               3"	"PRIOR AND CONC"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"908"	"PCF"	"               4"	"               4"	"FOLLOW-UP"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"909"	"PCF"	"               5"	"               5"	"PRIOR AND FOLLOW-UP"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"910"	"PCF"	"               6"	"               6"	"CONC AND FOLLOW-UP"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"911"	"PCF"	"               7"	"               7"	"PRIOR, CONC AND FOLLOW-UP"	1	40	25	25	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"912"	"PCMDD"	"              .Y"	"              .Y"	"ND"	1	40	2	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"913"	"PCMDD"	"              .Z"	"              .Z"	"NE"	1	40	2	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"914"	"PCMNONE"	"               0"	"               0"	"NONE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"915"	"PCMSTAT"	"              .Y"	"              .Y"	"ND"	1	40	36	36	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"916"	"PCMSTAT"	"              .Z"	"              .Z"	"NE"	1	40	36	36	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"917"	"PCMSTAT"	"               1"	"               1"	"ONGOING WITHOUT CHANGE"	1	40	36	36	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"918"	"PCMSTAT"	"               2"	"               2"	"NEW OR CHANGE TO ONGOING MEDICATIONS"	1	40	36	36	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"919"	"PDTOI"	"               1"	"               1"	">=10%DECREASE"	1	40	34	34	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"920"	"PDTOI"	"               2"	"               2"	"<10% INCREASE/DECREASE (NO CHANGE)"	1	40	34	34	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"921"	"PDTOI"	"               3"	"               3"	">=10% INCREASE"	1	40	34	34	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"922"	"PEND"	"               0"	"               0"	"No"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"923"	"PEND"	"               1"	"               1"	"Yes"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"924"	"PEND"	"               2"	"               2"	"Pending"	1	40	7	7	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"925"	"PESTNY"	"              .Y"	"              .Y"	"ND"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"926"	"PESTNY"	"              .Z"	"              .Z"	"NE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"927"	"PESTNY"	"               0"	"               0"	"NO"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"928"	"PESTNY"	"               1"	"               1"	"YES"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"929"	"PESTYPE"	"              .Y"	"              .Y"	"ND"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"930"	"PESTYPE"	"              .Z"	"              .Z"	"NE"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"931"	"PESTYPE"	"               1"	"               1"	"MONOTHERAPY"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"932"	"PESTYPE"	"               2"	"               2"	"COMBINATION"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"933"	"PHORMETH"	"              .Y"	"              .Y"	"ND"	1	40	28	28	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"934"	"PHORMETH"	"              .Z"	"              .Z"	"NE"	1	40	28	28	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"935"	"PHORMETH"	"               1"	"               1"	"ORCHIECTOMY"	1	40	28	28	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"936"	"PHORMETH"	"               2"	"               2"	"ONGOING LH-RH AGONISTS"	1	40	28	28	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"937"	"PHORMETH"	"               3"	"               3"	"ORCHIECTOMY + LH-RH AGONISTS"	1	40	28	28	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"938"	"PHTYPES"	"               0"	"               0"	"<=2"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"939"	"PHTYPES"	"               1"	"               1"	">=3"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"940"	"PNCOMPB"	"              .Y"	"              .Y"	"ND"	1	40	31	31	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"941"	"PNCOMPB"	"              .Z"	"              .Z"	"NE"	1	40	31	31	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"942"	"PNCOMPB"	"               1"	"               1"	"TRANSLATION NOT AVAILABLE"	1	40	31	31	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"943"	"PNCOMPB"	"               2"	"               2"	"PATIENT REFUSED"	1	40	31	31	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
